sequence_id,trial,debruijn_label,assigned_condition
255,27,2,2
255,28,0,6
255,29,1,4
255,30,5,3
255,31,4,1
255,32,4,1
255,33,3,5
255,34,3,5
255,35,1,4
255,36,0,6
256,1,3,3
256,2,3,3
256,3,1,5
256,4,0,4
256,5,3,3
256,6,5,2
256,7,0,4
256,8,2,1
256,9,2,1
256,10,5,2
256,11,5,2
256,12,3,3
256,13,4,6
256,14,5,2
256,15,1,5
256,16,2,1
256,17,4,6
256,18,0,4
256,19,5,2
256,20,2,1
256,21,3,3
256,22,0,4
256,23,0,4
256,24,4,6
256,25,2,1
256,26,1,5
256,27,4,6
256,28,1,5
256,29,1,5
256,30,3,3
256,31,2,1
256,32,0,4
256,33,1,5
256,34,5,2
256,35,4,6
256,36,4,6
257,1,3,3
257,2,1,6
257,3,0,2
257,4,3,3
257,5,5,1
257,6,0,2
257,7,2,4
257,8,2,4
257,9,5,1
257,10,5,1
257,11,3,3
257,12,4,5
257,13,5,1
257,14,1,6
257,15,2,4
257,16,4,5
257,17,0,2
257,18,5,1
257,19,2,4
257,20,3,3
257,21,0,2
257,22,0,2
257,23,4,5
257,24,2,4
257,25,1,6
257,26,4,5
257,27,1,6
257,28,1,6
257,29,3,3
257,30,2,4
257,31,0,2
257,32,1,6
257,33,5,1
257,34,4,5
257,35,4,5
257,36,3,3
258,1,2,2
258,2,1,3
258,3,4,6
258,4,1,3
258,5,1,3
258,6,3,1
258,7,2,2
258,8,0,5
258,9,1,3
258,10,5,4
258,11,4,6
258,12,4,6
258,13,3,1
258,14,3,1
258,15,1,3
258,16,0,5
258,17,3,1
258,18,5,4
258,19,0,5
258,20,2,2
258,21,2,2
258,22,5,4
258,23,5,4
258,24,3,1
258,25,4,6
258,26,5,4
258,27,1,3
258,28,2,2
258,29,4,6
258,30,0,5
258,31,5,4
258,32,2,2
258,33,3,1
258,34,0,5
258,35,0,5
258,36,4,6
259,1,1,5
259,2,5,6
259,3,4,2
259,4,4,2
259,5,3,4
259,6,3,4
259,7,1,5
259,8,0,1
259,9,3,4
259,10,5,6
259,11,0,1
259,12,2,3
259,13,2,3
259,14,5,6
259,15,5,6
259,16,3,4
259,17,4,2
259,18,5,6
259,19,1,5
259,20,2,3
259,21,4,2
259,22,0,1
259,23,5,6
259,24,2,3
259,25,3,4
259,26,0,1
259,27,0,1
259,28,4,2
259,29,2,3
259,30,1,5
259,31,4,2
259,32,1,5
259,33,1,5
259,34,3,4
259,35,2,3
259,36,0,1
260,1,3,2
260,2,5,3
260,3,0,1
260,4,2,4
260,5,2,4
260,6,5,3
260,7,5,3
260,8,3,2
260,9,4,6
260,10,5,3
260,11,1,5
260,12,2,4
260,13,4,6
260,14,0,1
260,15,5,3
260,16,2,4
260,17,3,2
260,18,0,1
260,19,0,1
260,20,4,6
260,21,2,4
260,22,1,5
260,23,4,6
260,24,1,5
260,25,1,5
260,26,3,2
260,27,2,4
260,28,0,1
260,29,1,5
260,30,5,3
260,31,4,6
260,32,4,6
260,33,3,2
260,34,3,2
260,35,1,5
260,36,0,1
261,1,2,3
261,2,1,6
261,3,4,5
261,4,1,6
261,5,1,6
261,6,3,4
261,7,2,3
261,8,0,1
261,9,1,6
261,10,5,2
261,11,4,5
261,12,4,5
261,13,3,4
261,14,3,4
261,15,1,6
261,16,0,1
261,17,3,4
261,18,5,2
261,19,0,1
261,20,2,3
261,21,2,3
261,22,5,2
261,23,5,2
261,24,3,4
261,25,4,5
261,26,5,2
261,27,1,6
261,28,2,3
261,29,4,5
261,30,0,1
261,31,5,2
261,32,2,3
261,33,3,4
261,34,0,1
261,35,0,1
261,36,4,5
262,1,1,2
262,2,2,3
262,3,4,4
262,4,0,6
262,5,5,1
262,6,2,3
262,7,3,5
262,8,0,6
262,9,0,6
262,10,4,4
262,11,2,3
262,12,1,2
262,13,4,4
262,14,1,2
262,15,1,2
262,16,3,5
262,17,2,3
262,18,0,6
262,19,1,2
262,20,5,1
262,21,4,4
262,22,4,4
262,23,3,5
262,24,3,5
262,25,1,2
262,26,0,6
262,27,3,5
262,28,5,1
262,29,0,6
262,30,2,3
262,31,2,3
262,32,5,1
262,33,5,1
262,34,3,5
262,35,4,4
262,36,5,1
263,1,3,3
263,2,4,2
263,3,5,4
263,4,1,1
263,5,2,6
263,6,4,2
263,7,0,5
263,8,5,4
263,9,2,6
263,10,3,3
263,11,0,5
263,12,0,5
263,13,4,2
263,14,2,6
263,15,1,1
263,16,4,2
263,17,1,1
263,18,1,1
263,19,3,3
263,20,2,6
263,21,0,5
263,22,1,1
263,23,5,4
263,24,4,2
263,25,4,2
263,26,3,3
263,27,3,3
263,28,1,1
263,29,0,5
263,30,3,3
263,31,5,4
263,32,0,5
263,33,2,6
263,34,2,6
263,35,5,4
263,36,5,4
264,1,0,4
264,2,1,2
264,3,5,1
264,4,4,3
264,5,4,3
264,6,3,6
264,7,3,6
264,8,1,2
264,9,0,4
264,10,3,6
264,11,5,1
264,12,0,4
264,13,2,5
264,14,2,5
264,15,5,1
264,16,5,1
264,17,3,6
264,18,4,3
264,19,5,1
264,20,1,2
264,21,2,5
264,22,4,3
264,23,0,4
264,24,5,1
264,25,2,5
264,26,3,6
264,27,0,4
264,28,0,4
264,29,4,3
264,30,2,5
264,31,1,2
264,32,4,3
264,33,1,2
264,34,1,2
264,35,3,6
264,36,2,5
265,1,4,1
265,2,3,5
265,3,3,5
265,4,1,4
265,5,0,3
265,6,3,5
265,7,5,6
265,8,0,3
265,9,2,2
265,10,2,2
265,11,5,6
265,12,5,6
265,13,3,5
265,14,4,1
265,15,5,6
265,16,1,4
265,17,2,2
265,18,4,1
265,19,0,3
265,20,5,6
265,21,2,2
265,22,3,5
265,23,0,3
265,24,0,3
265,25,4,1
265,26,2,2
265,27,1,4
265,28,4,1
265,29,1,4
265,30,1,4
265,31,3,5
265,32,2,2
265,33,0,3
265,34,1,4
265,35,5,6
265,36,4,1
266,1,3,5
266,2,1,3
266,3,0,1
266,4,3,5
266,5,5,6
266,6,0,1
266,7,2,2
266,8,2,2
266,9,5,6
266,10,5,6
266,11,3,5
266,12,4,4
266,13,5,6
266,14,1,3
266,15,2,2
266,16,4,4
266,17,0,1
266,18,5,6
266,19,2,2
266,20,3,5
266,21,0,1
266,22,0,1
266,23,4,4
266,24,2,2
266,25,1,3
266,26,4,4
266,27,1,3
266,28,1,3
266,29,3,5
266,30,2,2
266,31,0,1
266,32,1,3
266,33,5,6
266,34,4,4
266,35,4,4
266,36,3,5
267,1,3,6
267,2,4,3
267,3,5,4
267,4,1,5
267,5,2,2
267,6,4,3
267,7,0,1
267,8,5,4
267,9,2,2
267,10,3,6
267,11,0,1
267,12,0,1
267,13,4,3
267,14,2,2
267,15,1,5
267,16,4,3
267,17,1,5
267,18,1,5
267,19,3,6
267,20,2,2
267,21,0,1
267,22,1,5
267,23,5,4
267,24,4,3
267,25,4,3
267,26,3,6
267,27,3,6
267,28,1,5
267,29,0,1
267,30,3,6
267,31,5,4
267,32,0,1
267,33,2,2
267,34,2,2
267,35,5,4
267,36,5,4
268,1,1,6
268,2,1,6
268,3,3,3
268,4,2,4
268,5,0,2
268,6,1,6
268,7,5,5
268,8,4,1
268,9,4,1
268,10,3,3
268,11,3,3
268,12,1,6
268,13,0,2
268,14,3,3
268,15,5,5
268,16,0,2
268,17,2,4
268,18,2,4
268,19,5,5
268,20,5,5
268,21,3,3
268,22,4,1
268,23,5,5
268,24,1,6
268,25,2,4
268,26,4,1
268,27,0,2
268,28,5,5
268,29,2,4
268,30,3,3
268,31,0,2
268,32,0,2
268,33,4,1
268,34,2,4
268,35,1,6
268,36,4,1
269,1,1,1
269,2,2,5
269,3,4,2
269,4,0,4
269,5,5,3
269,6,2,5
269,7,3,6
269,8,0,4
269,9,0,4
269,10,4,2
269,11,2,5
269,12,1,1
269,13,4,2
269,14,1,1
269,15,1,1
269,16,3,6
269,17,2,5
269,18,0,4
269,19,1,1
269,20,5,3
269,21,4,2
269,22,4,2
269,23,3,6
269,24,3,6
269,25,1,1
269,26,0,4
269,27,3,6
269,28,5,3
269,29,0,4
269,30,2,5
269,31,2,5
269,32,5,3
269,33,5,3
269,34,3,6
269,35,4,2
269,36,5,3
270,1,1,5
270,2,1,5
270,3,3,6
270,4,2,4
270,5,0,3
270,6,1,5
270,7,5,2
270,8,4,1
270,9,4,1
270,10,3,6
270,11,3,6
270,12,1,5
270,13,0,3
270,14,3,6
270,15,5,2
270,16,0,3
270,17,2,4
270,18,2,4
270,19,5,2
270,20,5,2
270,21,3,6
270,22,4,1
270,23,5,2
270,24,1,5
270,25,2,4
270,26,4,1
270,27,0,3
270,28,5,2
270,29,2,4
270,30,3,6
270,31,0,3
270,32,0,3
270,33,4,1
270,34,2,4
270,35,1,5
270,36,4,1
271,1,0,2
271,2,4,6
271,3,2,3
271,4,1,5
271,5,4,6
271,6,1,5
271,7,1,5
271,8,3,4
271,9,2,3
271,10,0,2
271,11,1,5
271,12,5,1
271,13,4,6
271,14,4,6
271,15,3,4
271,16,3,4
271,17,1,5
271,18,0,2
271,19,3,4
271,20,5,1
271,21,0,2
271,22,2,3
271,23,2,3
271,24,5,1
271,25,5,1
271,26,3,4
271,27,4,6
271,28,5,1
271,29,1,5
271,30,2,3
271,31,4,6
271,32,0,2
271,33,5,1
271,34,2,3
271,35,3,4
271,36,0,2
272,1,3,3
272,2,0,2
272,3,0,2
272,4,4,5
272,5,2,6
272,6,1,4
272,7,4,5
272,8,1,4
272,9,1,4
272,10,3,3
272,11,2,6
272,12,0,2
272,13,1,4
272,14,5,1
272,15,4,5
272,16,4,5
272,17,3,3
272,18,3,3
272,19,1,4
272,20,0,2
272,21,3,3
272,22,5,1
272,23,0,2
272,24,2,6
272,25,2,6
272,26,5,1
272,27,5,1
272,28,3,3
272,29,4,5
272,30,5,1
272,31,1,4
272,32,2,6
272,33,4,5
272,34,0,2
272,35,5,1
272,36,2,6
273,1,0,4
273,2,1,5
273,3,5,1
273,4,4,3
273,5,4,3
273,6,3,2
273,7,3,2
273,8,1,5
273,9,0,4
273,10,3,2
273,11,5,1
273,12,0,4
273,13,2,6
273,14,2,6
273,15,5,1
273,16,5,1
273,17,3,2
273,18,4,3
273,19,5,1
273,20,1,5
273,21,2,6
273,22,4,3
273,23,0,4
273,24,5,1
273,25,2,6
273,26,3,2
273,27,0,4
273,28,0,4
273,29,4,3
273,30,2,6
273,31,1,5
273,32,4,3
273,33,1,5
273,34,1,5
273,35,3,2
273,36,2,6
274,1,3,1
274,2,1,4
274,3,0,3
274,4,3,1
274,5,5,2
274,6,0,3
274,7,2,6
274,8,2,6
274,9,5,2
274,10,5,2
274,11,3,1
274,12,4,5
274,13,5,2
274,14,1,4
274,15,2,6
274,16,4,5
274,17,0,3
274,18,5,2
274,19,2,6
274,20,3,1
274,21,0,3
274,22,0,3
274,23,4,5
274,24,2,6
274,25,1,4
274,26,4,5
274,27,1,4
274,28,1,4
274,29,3,1
274,30,2,6
274,31,0,3
274,32,1,4
274,33,5,2
274,34,4,5
274,35,4,5
274,36,3,1
275,1,3,3
275,2,0,1
275,3,0,1
275,4,4,5
275,5,2,4
275,6,1,6
275,7,4,5
275,8,1,6
275,9,1,6
275,10,3,3
275,11,2,4
275,12,0,1
275,13,1,6
275,14,5,2
275,15,4,5
275,16,4,5
275,17,3,3
275,18,3,3
275,19,1,6
275,20,0,1
275,21,3,3
275,22,5,2
275,23,0,1
275,24,2,4
275,25,2,4
275,26,5,2
275,27,5,2
275,28,3,3
275,29,4,5
275,30,5,2
275,31,1,6
275,32,2,4
275,33,4,5
275,34,0,1
275,35,5,2
275,36,2,4
276,1,4,3
276,2,2,4
276,3,1,6
276,4,4,3
276,5,1,6
276,6,1,6
276,7,3,5
276,8,2,4
276,9,0,2
276,10,1,6
276,11,5,1
276,12,4,3
276,13,4,3
276,14,3,5
276,15,3,5
276,16,1,6
276,17,0,2
276,18,3,5
276,19,5,1
276,20,0,2
276,21,2,4
276,22,2,4
276,23,5,1
276,24,5,1
276,25,3,5
276,26,4,3
276,27,5,1
276,28,1,6
276,29,2,4
276,30,4,3
276,31,0,2
276,32,5,1
276,33,2,4
276,34,3,5
276,35,0,2
276,36,0,2
277,1,4,1
277,2,3,6
277,3,3,6
277,4,1,4
277,5,0,2
277,6,3,6
277,7,5,5
277,8,0,2
277,9,2,3
277,10,2,3
277,11,5,5
277,12,5,5
277,13,3,6
277,14,4,1
277,15,5,5
277,16,1,4
277,17,2,3
277,18,4,1
277,19,0,2
277,20,5,5
277,21,2,3
277,22,3,6
277,23,0,2
277,24,0,2
277,25,4,1
277,26,2,3
277,27,1,4
277,28,4,1
277,29,1,4
277,30,1,4
277,31,3,6
277,32,2,3
277,33,0,2
277,34,1,4
277,35,5,5
277,36,4,1
278,1,2,6
278,2,1,2
278,3,4,1
278,4,1,2
278,5,1,2
278,6,3,4
278,7,2,6
278,8,0,5
278,9,1,2
278,10,5,3
278,11,4,1
278,12,4,1
278,13,3,4
278,14,3,4
278,15,1,2
278,16,0,5
278,17,3,4
278,18,5,3
278,19,0,5
278,20,2,6
278,21,2,6
278,22,5,3
278,23,5,3
278,24,3,4
278,25,4,1
278,26,5,3
278,27,1,2
278,28,2,6
278,29,4,1
278,30,0,5
278,31,5,3
278,32,2,6
278,33,3,4
278,34,0,5
278,35,0,5
278,36,4,1
279,1,3,3
279,2,3,3
279,3,1,6
279,4,0,2
279,5,3,3
279,6,5,5
279,7,0,2
279,8,2,4
279,9,2,4
279,10,5,5
279,11,5,5
279,12,3,3
279,13,4,1
279,14,5,5
279,15,1,6
279,16,2,4
279,17,4,1
279,18,0,2
279,19,5,5
279,20,2,4
279,21,3,3
279,22,0,2
279,23,0,2
279,24,4,1
279,25,2,4
279,26,1,6
279,27,4,1
279,28,1,6
279,29,1,6
279,30,3,3
279,31,2,4
279,32,0,2
279,33,1,6
279,34,5,5
279,35,4,1
279,36,4,1
280,1,0,3
280,2,2,2
280,3,2,2
280,4,5,1
280,5,5,1
280,6,3,5
280,7,4,4
280,8,5,1
280,9,1,6
280,10,2,2
280,11,4,4
280,12,0,3
280,13,5,1
280,14,2,2
280,15,3,5
280,16,0,3
280,17,0,3
280,18,4,4
280,19,2,2
280,20,1,6
280,21,4,4
280,22,1,6
280,23,1,6
280,24,3,5
280,25,2,2
280,26,0,3
280,27,1,6
280,28,5,1
280,29,4,4
280,30,4,4
280,31,3,5
280,32,3,5
280,33,1,6
280,34,0,3
280,35,3,5
280,36,5,1
281,1,0,1
281,2,3,3
281,3,5,2
281,4,0,1
281,5,2,4
281,6,2,4
281,7,5,2
281,8,5,2
281,9,3,3
281,10,4,5
281,11,5,2
281,12,1,6
281,13,2,4
281,14,4,5
281,15,0,1
281,16,5,2
281,17,2,4
281,18,3,3
281,19,0,1
281,20,0,1
281,21,4,5
281,22,2,4
281,23,1,6
281,24,4,5
281,25,1,6
281,26,1,6
281,27,3,3
281,28,2,4
281,29,0,1
281,30,1,6
281,31,5,2
281,32,4,5
281,33,4,5
281,34,3,3
281,35,3,3
281,36,1,6
282,1,0,2
282,2,0,2
282,3,4,3
282,4,2,1
282,5,1,4
282,6,4,3
282,7,1,4
282,8,1,4
282,9,3,5
282,10,2,1
282,11,0,2
282,12,1,4
282,13,5,6
282,14,4,3
282,15,4,3
282,16,3,5
282,17,3,5
282,18,1,4
282,19,0,2
282,20,3,5
282,21,5,6
282,22,0,2
282,23,2,1
282,24,2,1
282,25,5,6
282,26,5,6
282,27,3,5
282,28,4,3
282,29,5,6
282,30,1,4
282,31,2,1
282,32,4,3
282,33,0,2
282,34,5,6
282,35,2,1
282,36,3,5
283,1,4,3
283,2,4,3
283,3,3,2
283,4,3,2
283,5,1,5
283,6,0,6
283,7,3,2
283,8,5,1
283,9,0,6
283,10,2,4
283,11,2,4
283,12,5,1
283,13,5,1
283,14,3,2
283,15,4,3
283,16,5,1
283,17,1,5
283,18,2,4
283,19,4,3
283,20,0,6
283,21,5,1
283,22,2,4
283,23,3,2
283,24,0,6
283,25,0,6
283,26,4,3
283,27,2,4
283,28,1,5
283,29,4,3
283,30,1,5
283,31,1,5
283,32,3,2
283,33,2,4
283,34,0,6
283,35,1,5
283,36,5,1
284,1,3,3
284,2,0,4
284,3,0,4
284,4,4,1
284,5,2,5
284,6,1,2
284,7,4,1
284,8,1,2
284,9,1,2
284,10,3,3
284,11,2,5
284,12,0,4
284,13,1,2
284,14,5,6
284,15,4,1
284,16,4,1
284,17,3,3
284,18,3,3
284,19,1,2
284,20,0,4
284,21,3,3
284,22,5,6
284,23,0,4
284,24,2,5
284,25,2,5
284,26,5,6
284,27,5,6
284,28,3,3
284,29,4,1
284,30,5,6
284,31,1,2
284,32,2,5
284,33,4,1
284,34,0,4
284,35,5,6
284,36,2,5
285,1,3,4
285,2,0,1
285,3,0,1
285,4,4,6
285,5,2,2
285,6,1,3
285,7,4,6
285,8,1,3
285,9,1,3
285,10,3,4
285,11,2,2
285,12,0,1
285,13,1,3
285,14,5,5
285,15,4,6
285,16,4,6
285,17,3,4
285,18,3,4
285,19,1,3
285,20,0,1
285,21,3,4
285,22,5,5
285,23,0,1
285,24,2,2
285,25,2,2
285,26,5,5
285,27,5,5
285,28,3,4
285,29,4,6
285,30,5,5
285,31,1,3
285,32,2,2
285,33,4,6
285,34,0,1
285,35,5,5
285,36,2,2
286,1,5,1
286,2,2,6
286,3,3,4
286,4,0,3
286,5,0,3
286,6,4,5
286,7,2,6
286,8,1,2
286,9,4,5
286,10,1,2
286,11,1,2
286,12,3,4
286,13,2,6
286,14,0,3
286,15,1,2
286,16,5,1
286,17,4,5
286,18,4,5
286,19,3,4
286,20,3,4
286,21,1,2
286,22,0,3
286,23,3,4
286,24,5,1
286,25,0,3
286,26,2,6
286,27,2,6
286,28,5,1
286,29,5,1
286,30,3,4
286,31,4,5
286,32,5,1
286,33,1,2
286,34,2,6
286,35,4,5
286,36,0,3
287,1,4,4
287,2,0,2
287,3,5,6
287,4,2,3
287,5,3,1
287,6,0,2
287,7,0,2
287,8,4,4
287,9,2,3
287,10,1,5
287,11,4,4
287,12,1,5
287,13,1,5
287,14,3,1
287,15,2,3
287,16,0,2
287,17,1,5
287,18,5,6
287,19,4,4
287,20,4,4
287,21,3,1
287,22,3,1
287,23,1,5
287,24,0,2
287,25,3,1
287,26,5,6
287,27,0,2
287,28,2,3
287,29,2,3
287,30,5,6
287,31,5,6
287,32,3,1
287,33,4,4
287,34,5,6
287,35,1,5
287,36,2,3
288,1,5,6
288,2,4,1
288,3,4,1
288,4,3,4
288,5,3,4
288,6,1,3
288,7,0,2
288,8,3,4
288,9,5,6
288,10,0,2
288,11,2,5
288,12,2,5
288,13,5,6
288,14,5,6
288,15,3,4
288,16,4,1
288,17,5,6
288,18,1,3
288,19,2,5
288,20,4,1
288,21,0,2
288,22,5,6
288,23,2,5
288,24,3,4
288,25,0,2
288,26,0,2
288,27,4,1
288,28,2,5
288,29,1,3
288,30,4,1
288,31,1,3
288,32,1,3
288,33,3,4
288,34,2,5
288,35,0,2
288,36,1,3
289,1,4,2
289,2,5,4
289,3,1,5
289,4,2,1
289,5,4,2
289,6,0,3
289,7,5,4
289,8,2,1
289,9,3,6
289,10,0,3
289,11,0,3
289,12,4,2
289,13,2,1
289,14,1,5
289,15,4,2
289,16,1,5
289,17,1,5
289,18,3,6
289,19,2,1
289,20,0,3
289,21,1,5
289,22,5,4
289,23,4,2
289,24,4,2
289,25,3,6
289,26,3,6
289,27,1,5
289,28,0,3
289,29,3,6
289,30,5,4
289,31,0,3
289,32,2,1
289,33,2,1
289,34,5,4
289,35,5,4
289,36,3,6
290,1,1,2
290,2,2,1
290,3,4,4
290,4,0,6
290,5,5,5
290,6,2,1
290,7,3,3
290,8,0,6
290,9,0,6
290,10,4,4
290,11,2,1
290,12,1,2
290,13,4,4
290,14,1,2
290,15,1,2
290,16,3,3
290,17,2,1
290,18,0,6
290,19,1,2
290,20,5,5
290,21,4,4
290,22,4,4
290,23,3,3
290,24,3,3
290,25,1,2
290,26,0,6
290,27,3,3
290,28,5,5
290,29,0,6
290,30,2,1
290,31,2,1
290,32,5,5
290,33,5,5
290,34,3,3
290,35,4,4
290,36,5,5
291,1,5,2
291,2,2,4
291,3,3,3
291,4,0,1
291,5,0,1
291,6,4,6
291,7,2,4
291,8,1,5
291,9,4,6
291,10,1,5
291,11,1,5
291,12,3,3
291,13,2,4
291,14,0,1
291,15,1,5
291,16,5,2
291,17,4,6
291,18,4,6
291,19,3,3
291,20,3,3
291,21,1,5
291,22,0,1
291,23,3,3
291,24,5,2
291,25,0,1
291,26,2,4
291,27,2,4
291,28,5,2
291,29,5,2
291,30,3,3
291,31,4,6
291,32,5,2
291,33,1,5
291,34,2,4
291,35,4,6
291,36,0,1
292,1,5,2
292,2,1,6
292,3,2,1
292,4,4,3
292,5,0,5
292,6,5,2
292,7,2,1
292,8,3,4
292,9,0,5
292,10,0,5
292,11,4,3
292,12,2,1
292,13,1,6
292,14,4,3
292,15,1,6
292,16,1,6
292,17,3,4
292,18,2,1
292,19,0,5
292,20,1,6
292,21,5,2
292,22,4,3
292,23,4,3
292,24,3,4
292,25,3,4
292,26,1,6
292,27,0,5
292,28,3,4
292,29,5,2
292,30,0,5
292,31,2,1
292,32,2,1
292,33,5,2
292,34,5,2
292,35,3,4
292,36,4,3
293,1,1,6
293,2,4,4
293,3,1,6
293,4,1,6
293,5,3,1
293,6,2,3
293,7,0,2
293,8,1,6
293,9,5,5
293,10,4,4
293,11,4,4
293,12,3,1
293,13,3,1
293,14,1,6
293,15,0,2
293,16,3,1
293,17,5,5
293,18,0,2
293,19,2,3
293,20,2,3
293,21,5,5
293,22,5,5
293,23,3,1
293,24,4,4
293,25,5,5
293,26,1,6
293,27,2,3
293,28,4,4
293,29,0,2
293,30,5,5
293,31,2,3
293,32,3,1
293,33,0,2
293,34,0,2
293,35,4,4
293,36,2,3
294,1,5,5
294,2,3,2
294,3,4,1
294,4,5,5
294,5,1,4
294,6,2,3
294,7,4,1
294,8,0,6
294,9,5,5
294,10,2,3
294,11,3,2
294,12,0,6
294,13,0,6
294,14,4,1
294,15,2,3
294,16,1,4
294,17,4,1
294,18,1,4
294,19,1,4
294,20,3,2
294,21,2,3
294,22,0,6
294,23,1,4
294,24,5,5
294,25,4,1
294,26,4,1
294,27,3,2
294,28,3,2
294,29,1,4
294,30,0,6
294,31,3,2
294,32,5,5
294,33,0,6
294,34,2,3
294,35,2,3
294,36,5,5
295,1,3,2
295,2,0,1
295,3,0,1
295,4,4,5
295,5,2,6
295,6,1,3
295,7,4,5
295,8,1,3
295,9,1,3
295,10,3,2
295,11,2,6
295,12,0,1
295,13,1,3
295,14,5,4
295,15,4,5
295,16,4,5
295,17,3,2
295,18,3,2
295,19,1,3
295,20,0,1
295,21,3,2
295,22,5,4
295,23,0,1
295,24,2,6
295,25,2,6
295,26,5,4
295,27,5,4
295,28,3,2
295,29,4,5
295,30,5,4
295,31,1,3
295,32,2,6
295,33,4,5
295,34,0,1
295,35,5,4
295,36,2,6
296,1,5,2
296,2,3,3
296,3,4,5
296,4,5,2
296,5,1,1
296,6,2,6
296,7,4,5
296,8,0,4
296,9,5,2
296,10,2,6
296,11,3,3
296,12,0,4
296,13,0,4
296,14,4,5
296,15,2,6
296,16,1,1
296,17,4,5
296,18,1,1
296,19,1,1
296,20,3,3
296,21,2,6
296,22,0,4
296,23,1,1
296,24,5,2
296,25,4,5
296,26,4,5
296,27,3,3
296,28,3,3
296,29,1,1
296,30,0,4
296,31,3,3
296,32,5,2
296,33,0,4
296,34,2,6
296,35,2,6
296,36,5,2
297,1,1,6
297,2,0,3
297,3,3,4
297,4,5,5
297,5,0,3
297,6,2,1
297,7,2,1
297,8,5,5
297,9,5,5
297,10,3,4
297,11,4,2
297,12,5,5
297,13,1,6
297,14,2,1
297,15,4,2
297,16,0,3
297,17,5,5
297,18,2,1
297,19,3,4
297,20,0,3
297,21,0,3
297,22,4,2
297,23,2,1
297,24,1,6
297,25,4,2
297,26,1,6
297,27,1,6
297,28,3,4
297,29,2,1
297,30,0,3
297,31,1,6
297,32,5,5
297,33,4,2
297,34,4,2
297,35,3,4
297,36,3,4
298,1,5,3
298,2,2,6
298,3,3,2
298,4,0,1
298,5,0,1
298,6,4,5
298,7,2,6
298,8,1,4
298,9,4,5
298,10,1,4
298,11,1,4
298,12,3,2
298,13,2,6
298,14,0,1
298,15,1,4
298,16,5,3
298,17,4,5
298,18,4,5
298,19,3,2
298,20,3,2
298,21,1,4
298,22,0,1
298,23,3,2
298,24,5,3
298,25,0,1
298,26,2,6
298,27,2,6
298,28,5,3
298,29,5,3
298,30,3,2
298,31,4,5
298,32,5,3
298,33,1,4
298,34,2,6
298,35,4,5
298,36,0,1
299,1,2,2
299,2,1,1
299,3,4,3
299,4,1,1
299,5,1,1
299,6,3,6
299,7,2,2
299,8,0,5
299,9,1,1
299,10,5,4
299,11,4,3
299,12,4,3
299,13,3,6
299,14,3,6
299,15,1,1
299,16,0,5
299,17,3,6
299,18,5,4
299,19,0,5
299,20,2,2
299,21,2,2
299,22,5,4
299,23,5,4
299,24,3,6
299,25,4,3
299,26,5,4
299,27,1,1
299,28,2,2
299,29,4,3
299,30,0,5
299,31,5,4
299,32,2,2
299,33,3,6
299,34,0,5
299,35,0,5
299,36,4,3
300,1,0,5
300,2,4,6
300,3,2,4
300,4,1,3
300,5,4,6
300,6,1,3
300,7,1,3
300,8,3,1
300,9,2,4
300,10,0,5
300,11,1,3
300,12,5,2
300,13,4,6
300,14,4,6
300,15,3,1
300,16,3,1
300,17,1,3
300,18,0,5
300,19,3,1
300,20,5,2
300,21,0,5
300,22,2,4
300,23,2,4
300,24,5,2
300,25,5,2
300,26,3,1
300,27,4,6
300,28,5,2
300,29,1,3
300,30,2,4
300,31,4,6
300,32,0,5
300,33,5,2
300,34,2,4
300,35,3,1
300,36,0,5
301,1,4,1
301,2,4,1
301,3,3,5
301,4,3,5
301,5,1,6
301,6,0,4
301,7,3,5
301,8,5,2
301,9,0,4
301,10,2,3
301,11,2,3
301,12,5,2
301,13,5,2
301,14,3,5
301,15,4,1
301,16,5,2
301,17,1,6
301,18,2,3
301,19,4,1
301,20,0,4
301,21,5,2
301,22,2,3
301,23,3,5
301,24,0,4
301,25,0,4
301,26,4,1
301,27,2,3
301,28,1,6
301,29,4,1
301,30,1,6
301,31,1,6
301,32,3,5
301,33,2,3
301,34,0,4
301,35,1,6
301,36,5,2
302,1,4,2
302,2,0,1
302,3,5,3
302,4,2,5
302,5,3,6
302,6,0,1
302,7,0,1
302,8,4,2
302,9,2,5
302,10,1,4
302,11,4,2
302,12,1,4
302,13,1,4
302,14,3,6
302,15,2,5
302,16,0,1
302,17,1,4
302,18,5,3
302,19,4,2
302,20,4,2
302,21,3,6
302,22,3,6
302,23,1,4
302,24,0,1
302,25,3,6
302,26,5,3
302,27,0,1
302,28,2,5
302,29,2,5
302,30,5,3
302,31,5,3
302,32,3,6
302,33,4,2
302,34,5,3
302,35,1,4
302,36,2,5
303,1,2,6
303,2,1,1
303,3,4,3
303,4,1,1
303,5,1,1
303,6,3,5
303,7,2,6
303,8,0,2
303,9,1,1
303,10,5,4
303,11,4,3
303,12,4,3
303,13,3,5
303,14,3,5
303,15,1,1
303,16,0,2
303,17,3,5
303,18,5,4
303,19,0,2
303,20,2,6
303,21,2,6
303,22,5,4
303,23,5,4
303,24,3,5
303,25,4,3
303,26,5,4
303,27,1,1
303,28,2,6
303,29,4,3
303,30,0,2
303,31,5,4
303,32,2,6
303,33,3,5
303,34,0,2
303,35,0,2
303,36,4,3
304,1,0,5
304,2,1,4
304,3,5,1
304,4,4,3
304,5,4,3
304,6,3,2
304,7,3,2
304,8,1,4
304,9,0,5
